about_to_divide	cell_age	cellxposition	cellyposition	channel_average_cells	channel_in_multipoint	channel_orientation	channel_width	division_age	elongation_rate	fluorescence_0	fluorescence_background_0	fluorescence_count	fluorescence_raw_0	fluorescence_std_0	length	multipoint	timepoint	timepoint_num	uid_cell	uid_parent	uid_thiscell	uid_track
0	4.9999357	403.0	383.11234789	7.53629032	3	0	1.3	nan	-0.00244213	39.63730351	3260.65444453	1	3300.29174805	77.41876984	1.56	0	221733.77981843	245	8418	8367	8438	7076
0	5.24909864	404.0	382.61313143	7.53629032	3	0	1.3	nan	0.00111484	47.36261445	3259.62151641	1	3306.98413086	81.20137024	1.625	0	222630.76640838	246	8418	8367	8439	7076
0	5.49874073	404.5	382.64151223	7.53629032	3	0	1.235	nan	0.0	52.31801631	3259.83676885	1	3312.15478516	82.46960449	1.625	0	223529.47791535	247	8418	8367	8440	7076
0	5.88616202	428.0	394.64033692	7.53629032	3	0	1.3	nan	0.00143398	-17.54344737	3278.52757822	1	3260.98413086	73.29376221	1.755	0	224924.19456103	248	8418	8367	8441	7076
0	6.00001265	402.0	412.08435886	7.53629032	3	0	1.3	nan	0.00731953	243.46294526	3263.13861724	1	3506.6015625	221.75534058	1.95	0	225334.05685843	249	8418	8367	8442	7076
0	0.0	427.0	388.61454037	7.53629032	3	0	1.3	nan	0.0	-2.27350407	3278.1294611	1	3275.85595703	76.56260681	1.105	0	203734.01130118	225	8444	8367	8443	7076
0	0.24880254	404.0	379.61413608	7.53629032	3	0	1.3	nan	0.00223292	60.52492146	3263.35129924	1	3323.8762207	90.4185257	1.235	0	204629.7004603	226	8444	8367	8445	7076
0	0.4986188	403.0	379.61454037	7.53629032	3	0	1.3	nan	0.0	58.24908033	3264.28290209	1	3322.53198242	92.04640961	1.235	0	205529.0389804	227	8444	8367	8446	7076
0	0.88552005	404.0	379.61454037	7.53629032	3	0	1.3	nan	0.0	46.47780623	3260.40085588	1	3306.87866211	92.25569153	1.235	0	206921.88348695	228	8444	8367	8447	7076
0	0.9998696	405.0	379.64256902	7.53629032	3	0	1.3	nan	0.0	50.33091817	3259.50990215	1	3309.84082031	87.82984161	1.235	0	207333.5418727	229	8444	8367	8448	7076
0	1.24906679	404.0	380.11313143	7.53629032	3	0	1.3	nan	0.00111469	48.33323193	3260.39796924	1	3308.73120117	85.25663757	1.3	0	208230.6517444	230	8444	8367	8449	7076
0	1.49883352	405.0	380.66832595	7.53629032	3	0	1.3	nan	-0.00111215	48.6696836	3259.48534569	1	3308.1550293	81.02557373	1.235	0	209129.81198478	231	8444	8367	8450	7076
0	1.88614921	404.0	379.61234789	7.53629032	3	0	1.3	nan	0.0	51.02615706	3261.8131984	1	3312.83935547	83.02279663	1.235	0	210524.14847193	232	8444	8367	8451	7076
0	2.00016821	404.0	379.61195612	7.53629032	3	0	1.3	nan	0.0	46.83011455	3262.21505147	1	3309.04516602	79.81790924	1.235	0	210934.61686455	233	8444	8367	8452	7076
0	2.24888395	405.0	380.64072869	7.53629032	3	0	1.3	nan	0.0	63.30438496	3260.87774395	1	3324.18212891	87.59024811	1.235	0	211829.99350343	234	8444	8367	8453	7076
0	2.49877598	404.0	380.64112046	7.53629032	3	0	1.3	nan	0.0	64.34234476	3261.82342672	1	3326.16577148	93.6426239	1.235	0	212729.60483725	235	8444	8367	8454	7076
0	2.88648149	405.0	379.64072869	7.53629032	3	0	1.3	nan	0.0	59.2636079	3264.05768116	1	3323.32128906	80.82727814	1.235	0	214125.34467098	236	8444	8367	8455	7076
0	3.00049906	403.0	379.61273966	7.53629032	3	0	1.3	nan	0.0	48.58189985	3266.4989107	1	3315.08081055	81.26145935	1.235	0	214535.80791175	237	8444	8367	8456	7076
0	3.24874032	404.0	380.61273966	7.53629032	3	0	1.3	nan	0.0	54.95041417	3265.22683193	1	3320.17724609	82.36908722	1.235	0	215429.4764375	238	8444	8367	8457	7076
0	3.49881931	404.5	379.61313143	7.53629032	3	0	1.235	nan	0.0	58.31037919	3265.25602706	1	3323.56640625	81.4104538	1.235	0	216329.76082968	239	8444	8367	8458	7076
0	3.88609752	404.0	382.64112046	7.53629032	3	0	1.3	nan	0.00430354	62.44130525	3260.50815764	1	3322.94946289	80.04303741	1.625	0	217723.96238538	240	8444	8367	8459	7076
0	4.00029017	429.0	392.66910949	7.53629032	3	0	1.3	nan	0.0	-15.03409254	3278.10806715	1	3263.07397461	68.25450897	1.625	0	218135.05592513	241	8444	8367	8460	7076
0	4.24865085	403.5	412.08553417	7.53629032	3	0	1.235	nan	0.00559223	279.3992441	3261.94938872	1	3541.34863281	236.09346008	1.95	0	219029.15434708	242	8444	8367	8461	7076
0	4.49879543	405.5	412.14112046	7.53629032	3	0	1.235	nan	0.0	318.46286916	3259.57301951	1	3578.03588867	232.62785339	1.95	0	219929.6748439	243	8444	8367	8462	7076
0	4.88619168	403.0	411.61313143	7.53629032	3	0	1.3	nan	-0.00071704	285.46669257	3260.75694025	1	3546.22363281	227.45927429	1.885	0	221324.30133238	244	8444	8367	8463	7076
0	4.9999357	403.0	412.11234789	7.53629032	3	0	1.3	nan	0.00244213	275.85727422	3260.65444453	1	3536.51171875	225.38189697	1.95	0	221733.77981843	245	8444	8367	8464	7076
0	5.24909864	404.0	411.61313143	7.53629032	3	0	1.3	nan	-0.00111484	300.21637422	3259.62151641	1	3559.83789062	224.97523499	1.885	0	222630.76640838	246	8444	8367	8465	7076
0	5.49874073	404.5	411.64151223	7.53629032	3	0	1.235	nan	0.0	313.11196162	3259.83676885	1	3572.94873047	222.54246521	1.885	0	223529.47791535	247	8444	8367	8466	7076
0	0.0	404.0	408.11413608	7.53629032	3	0	1.3	nan	0.0	287.19801716	3263.35129924	1	3550.54931641	235.99113464	2.21	0	204629.7004603	226	8468	8126	8467	7076
0	0.24981626	403.0	408.11454037	7.53629032	3	0	1.3	nan	0.0	265.59795729	3264.28290209	1	3529.88085938	240.2649231	2.21	0	205529.0389804	227	8468	8126	8469	7076
0	0.63671751	404.0	408.61454037	7.53629032	3	0	1.3	nan	0.00071796	320.40090194	3260.40085588	1	3580.80175781	247.27848816	2.275	0	206921.88348695	228	8468	8126	8470	7076
0	0.75106706	405.0	408.64256902	7.53629032	3	0	1.3	nan	0.0	340.46861348	3259.50990215	1	3599.97851562	249.40805054	2.275	0	207333.5418727	229	8468	8126	8471	7076
0	1.00026425	404.0	409.61313143	7.53629032	3	0	1.3	nan	0.0	319.98997022	3260.39796924	1	3580.38793945	246.89788818	2.275	0	208230.6517444	230	8468	8126	8472	7076
0	1.25003098	405.0	409.66832595	7.53629032	3	0	1.3	nan	0.0	337.69678321	3259.48534569	1	3597.18212891	249.81051636	2.275	0	209129.81198478	231	8468	8126	8473	7076
0	1.63734667	404.0	409.11234789	7.53629032	3	0	1.3	nan	0.00071719	318.57156722	3261.8131984	1	3580.38476562	231.30953979	2.34	0	210524.14847193	232	8468	8126	8474	7076
0	1.75136567	404.0	409.11195612	7.53629032	3	0	1.3	nan	0.0	313.77615947	3262.21505147	1	3575.99121094	229.99298096	2.34	0	210934.61686455	233	8468	8126	8475	7076
0	2.0000814	405.0	409.64072869	7.53629032	3	0	1.3	nan	-0.00111685	343.41644551	3260.87774395	1	3604.29418945	229.89666748	2.275	0	211829.99350343	234	8468	8126	8476	7076
0	2.24997344	404.0	409.64112046	7.53629032	3	0	1.3	nan	0.0	325.87945414	3261.82342672	1	3587.70288086	232.43875122	2.275	0	212729.60483725	235	8468	8126	8477	7076
0	2.63767895	405.0	408.64072869	7.53629032	3	0	1.3	nan	0.0	313.09808056	3264.05768116	1	3577.15576172	243.94909668	2.275	0	214125.34467098	236	8468	8126	8478	7076
0	2.75169651	403.0	409.11273966	7.53629032	3	0	1.3	nan	0.00243627	267.35802289	3266.4989107	1	3533.85693359	246.24629211	2.34	0	214535.80791175	237	8468	8126	8479	7076
0	2.99993777	404.0	409.11273966	7.53629032	3	0	1.3	nan	-0.00223797	295.02121495	3265.22683193	1	3560.24804688	245.41583252	2.21	0	215429.4764375	238	8468	8126	8480	7076
0	3.25001677	404.5	408.61313143	7.53629032	3	0	1.235	nan	0.00111076	307.53913895	3265.25602706	1	3572.79516602	244.32032776	2.275	0	216329.76082968	239	8468	8126	8481	7076
0	3.63729498	404.0	412.14112046	7.53629032	3	0	1.3	nan	-0.00358628	285.84389314	3260.50815764	1	3546.35205078	236.72155762	1.95	0	217723.96238538	240	8468	8126	8482	7076
0	0.0	404.0	437.61413608	7.53629032	3	0	1.3	3.9998483	0.0	275.40968708	3263.35129924	1	3538.76098633	213.23916626	1.365	0	204629.7004603	226	8484	8126	8483	7076
0	0.24981626	403.0	438.11454037	7.53629032	3	0	1.3	3.9998483	0.00111193	267.63579908	3264.28290209	1	3531.91870117	232.65203857	1.43	0	205529.0389804	227	8484	8126	8485	7076
0	0.63671751	404.0	438.61454037	7.53629032	3	0	1.3	3.9998483	-0.00071796	300.6843492	3260.40085588	1	3561.08520508	212.93475342	1.365	0	206921.88348695	228	8484	8126	8486	7076
0	0.75106706	405.0	438.64256902	7.53629032	3	0	1.3	3.9998483	0.0	315.0877541	3259.50990215	1	3574.59765625	206.43119812	1.365	0	207333.5418727	229	8484	8126	8487	7076
0	1.00026425	404.0	439.61313143	7.53629032	3	0	1.3	3.9998483	0.0	305.30808545	3260.39796924	1	3565.70605469	213.17538452	1.365	0	208230.6517444	230	8484	8126	8488	7076
0	1.25003098	405.0	439.66832595	7.53629032	3	0	1.3	3.9998483	0.0	311.78150001	3259.48534569	1	3571.2668457	208.43063354	1.365	0	209129.81198478	231	8484	8126	8489	7076
0	1.63734667	404.0	439.61234789	7.53629032	3	0	1.3	3.9998483	0.0	331.31155745	3261.8131984	1	3593.12475586	209.26089478	1.365	0	210524.14847193	232	8484	8126	8490	7076
0	1.75136567	404.0	439.61195612	7.53629032	3	0	1.3	3.9998483	0.0	320.71707744	3262.21505147	1	3582.93212891	206.42845154	1.365	0	210934.61686455	233	8484	8126	8491	7076
0	2.0000814	405.0	439.64072869	7.53629032	3	0	1.3	3.9998483	0.0	356.60736347	3260.87774395	1	3617.48510742	209.44897461	1.365	0	211829.99350343	234	8484	8126	8492	7076
0	2.24997344	404.0	440.14112046	7.53629032	3	0	1.3	3.9998483	0.00111159	354.92901468	3261.82342672	1	3616.75244141	227.24162292	1.43	0	212729.60483725	235	8484	8126	8493	7076
0	2.63767895	405.0	439.14072869	7.53629032	3	0	1.3	3.9998483	0.0	321.53045361	3264.05768116	1	3585.58813477	222.96554565	1.43	0	214125.34467098	236	8484	8126	8494	7076
0	2.75169651	403.0	439.61273966	7.53629032	3	0	1.3	3.9998483	-0.00243627	282.40050336	3266.4989107	1	3548.89941406	226.96482849	1.365	0	214535.80791175	237	8484	8126	8495	7076
0	2.99993777	404.0	439.11273966	7.53629032	3	0	1.3	3.9998483	0.00111898	301.79953526	3265.22683193	1	3567.02636719	225.19795227	1.43	0	215429.4764375	238	8484	8126	8496	7076
0	3.25001677	404.5	439.11313143	7.53629032	3	0	1.235	3.9998483	0.0	324.99690262	3265.25602706	1	3590.25292969	235.08175659	1.43	0	216329.76082968	239	8484	8126	8497	7076
0	3.63729498	404.0	450.14112046	7.53629032	3	0	1.3	3.9998483	0.01434513	332.56606111	3260.50815764	1	3593.07421875	325.51657104	2.73	0	217723.96238538	240	8484	8126	8498	7076
1	3.75148763	429.0	440.16910949	7.53629032	3	0	1.3	3.9998483	0.05838087	8.45638598	3278.10806715	1	3286.56445312	89.67751312	4.29	0	218135.05592513	241	8484	8126	8499	7076
0	0.0	404.0	458.11413608	7.53629032	3	0	1.3	nan	0.0	413.03883748	3263.35129924	1	3676.39013672	398.69171143	1.04	0	204629.7004603	226	8500	0	8501	8500
0	0.24981626	403.0	460.11454037	7.53629032	3	0	1.3	nan	0.00222386	287.79912916	3264.28290209	1	3552.08203125	361.5642395	1.17	0	205529.0389804	227	8500	0	8502	8500
0	0.63671751	404.0	460.61454037	7.53629032	3	0	1.3	nan	0.00071796	398.43923201	3260.40085588	1	3658.84008789	407.57171631	1.235	0	206921.88348695	228	8500	0	8503	8500
0	0.0	404.0	189.11454037	7.53629032	3	0	1.3	nan	0.0	-8.72531877	3260.40085588	1	3251.67553711	76.52953339	3.64	0	206921.88348695	228	8504	0	8505	8504
0	0.0	404.0	188.61313143	7.53629032	3	0	1.3	nan	0.0	-7.78908252	3260.39796924	1	3252.60888672	66.92443848	3.705	0	208230.6517444	230	8506	0	8507	8506
0	0.24976673	405.0	190.16832595	7.53629032	3	0	1.3	nan	-0.00111215	-7.2912539	3259.48534569	1	3252.1940918	67.70410156	3.64	0	209129.81198478	231	8506	0	8508	8506
0	0.0	404.0	461.61313143	7.53629032	3	0	1.3	nan	0.0	383.67502881	3260.39796924	1	3644.07299805	411.23562622	1.235	0	208230.6517444	230	8509	0	8510	8509
0	0.24976673	405.0	461.66832595	7.53629032	3	0	1.3	nan	0.0	455.27149025	3259.48534569	1	3714.75683594	404.35855103	1.235	0	209129.81198478	231	8509	0	8511	8509
0	0.63708242	404.0	461.11234789	7.53629032	3	0	1.3	nan	-0.00071719	418.61380355	3261.8131984	1	3680.42700195	394.60369873	1.17	0	210524.14847193	232	8509	0	8512	8509
0	0.0	405.0	461.64072869	7.53629032	3	0	1.3	nan	0.0	400.66498066	3260.87774395	1	3661.54272461	399.22927856	1.235	0	211829.99350343	234	8513	0	8514	8513
0	0.24989204	404.0	463.14112046	7.53629032	3	0	1.3	nan	0.00111159	304.88604593	3261.82342672	1	3566.70947266	391.20703125	1.3	0	212729.60483725	235	8513	0	8515	8513
0	0.63759755	405.0	461.64072869	7.53629032	3	0	1.3	nan	-0.00071647	389.26531689	3264.05768116	1	3653.32299805	401.50787354	1.235	0	214125.34467098	236	8513	0	8516	8513
0	0.75161511	403.0	461.61273966	7.53629032	3	0	1.3	nan	0.0	313.26354047	3266.4989107	1	3579.76245117	378.81915283	1.235	0	214535.80791175	237	8513	0	8517	8513
0	0.99985637	404.0	461.61273966	7.53629032	3	0	1.3	nan	0.0	352.43503331	3265.22683193	1	3617.66186523	395.97045898	1.235	0	215429.4764375	238	8513	0	8518	8513
0	1.24993537	404.5	461.61313143	7.53629032	3	0	1.235	nan	0.0	346.25080887	3265.25602706	1	3611.50683594	390.46118164	1.235	0	216329.76082968	239	8513	0	8519	8513
0	0.0	405.0	189.14072869	7.53629032	3	0	1.3	nan	0.0	-9.80279835	3264.05768116	1	3254.25488281	68.85462189	3.64	0	214125.34467098	236	8520	0	8521	8520
0	0.0	404.0	189.61273966	7.53629032	3	0	1.3	nan	0.0	-9.3486581	3265.22683193	1	3255.87817383	69.00934601	3.705	0	215429.4764375	238	8522	0	8523	8522
0	0.250079	404.5	188.61313143	7.53629032	3	0	1.235	nan	0.0	-9.5663298	3265.25602706	1	3255.68969727	68.31213379	3.705	0	216329.76082968	239	8522	0	8524	8522
0	0.0	429.0	208.66910949	7.53629032	3	0	1.3	nan	0.0	-22.01919996	3278.10806715	1	3256.08886719	69.98505402	4.095	0	218135.05592513	241	8525	0	8526	8525
0	0.0	429.0	258.66910949	7.53629032	3	0	1.3	1.88587184	0.0	2.54647387	3278.10806715	1	3280.65454102	85.44187927	2.145	0	218135.05592513	241	8528	8383	8527	7076
0	0.24836067	403.5	271.58553417	7.53629032	3	0	1.235	1.88587184	0.02907957	272.5254648	3261.94938872	1	3534.47485352	272.05761719	3.835	0	219029.15434708	242	8528	8383	8529	7076
0	0.49850526	405.5	271.64112046	7.53629032	3	0	1.235	1.88587184	-0.0	324.23923634	3259.57301951	1	3583.81225586	280.18005371	3.835	0	219929.6748439	243	8528	8383	8530	7076
0	0.8859015	403.0	271.61313143	7.53629032	3	0	1.3	1.88587184	0.0	303.64686835	3260.75694025	1	3564.40380859	275.45407104	3.835	0	221324.30133238	244	8528	8383	8531	7076
0	0.99964553	403.0	271.61234789	7.53629032	3	0	1.3	1.88587184	-0.0	300.25693242	3260.65444453	1	3560.91137695	277.85745239	3.835	0	221733.77981843	245	8528	8383	8532	7076
0	1.24880847	404.0	270.61313143	7.53629032	3	0	1.3	1.88587184	0.0	321.05719453	3259.62151641	1	3580.67871094	276.8140564	3.835	0	222630.76640838	246	8528	8383	8533	7076
1	1.49845055	404.5	270.64151223	7.53629032	3	0	1.235	1.88587184	-0.0	337.41469599	3259.83676885	1	3597.25146484	274.13330078	3.835	0	223529.47791535	247	8528	8383	8534	7076
0	0.0	429.0	292.66910949	7.53629032	3	0	1.3	nan	0.0	12.06600512	3278.10806715	1	3290.17407227	96.88580322	2.015	0	218135.05592513	241	8536	8383	8535	7076
0	0.0	403.5	319.08553417	7.53629032	3	0	1.235	nan	0.0	279.33357027	3261.94938872	1	3541.28295898	255.2258606	2.08	0	219029.15434708	242	8538	8400	8537	7076
0	0.25014458	405.5	319.14112046	7.53629032	3	0	1.235	nan	0.0	332.73581838	3259.57301951	1	3592.30883789	253.83442688	2.08	0	219929.6748439	243	8538	8400	8539	7076
0	0.63754083	403.0	319.11313143	7.53629032	3	0	1.3	nan	0.0	316.34535468	3260.75694025	1	3577.10229492	259.33010864	2.08	0	221324.30133238	244	8538	8400	8540	7076
0	0.75128485	403.0	319.61234789	7.53629032	3	0	1.3	nan	0.00244213	307.33041875	3260.65444453	1	3567.98486328	258.47439575	2.145	0	221733.77981843	245	8538	8400	8541	7076
0	1.00044779	404.0	318.61313143	7.53629032	3	0	1.3	nan	0.0	330.64362031	3259.62151641	1	3590.26513672	254.33744812	2.145	0	222630.76640838	246	8538	8400	8542	7076
0	1.25008988	404.5	318.64151223	7.53629032	3	0	1.235	nan	0.0	348.55995967	3259.83676885	1	3608.39672852	250.04969788	2.145	0	223529.47791535	247	8538	8400	8543	7076
0	1.63751117	428.0	323.64033692	7.53629032	3	0	1.3	nan	-0.00573593	26.29688467	3278.52757822	1	3304.82446289	111.02783966	1.625	0	224924.19456103	248	8538	8400	8544	7076
0	1.75136181	402.0	319.08435886	7.53629032	3	0	1.3	nan	0.01707891	245.45244722	3263.13861724	1	3508.59106445	253.3578186	2.08	0	225334.05685843	249	8538	8400	8545	7076
0	0.0	403.5	352.58553417	7.53629032	3	0	1.235	1.63751117	0.0	430.69587496	3261.94938872	1	3692.64526367	387.7298584	2.015	0	219029.15434708	242	8547	8400	8546	7076
0	0.25014458	405.5	352.64112046	7.53629032	3	0	1.235	1.63751117	0.0	483.73215627	3259.57301951	1	3743.30517578	378.0852356	2.015	0	219929.6748439	243	8547	8400	8548	7076
0	0.63754083	403.0	352.61313143	7.53629032	3	0	1.3	1.63751117	0.0	456.46083319	3260.75694025	1	3717.21777344	393.10394287	2.015	0	221324.30133238	244	8547	8400	8549	7076
0	0.75128485	403.0	353.61234789	7.53629032	3	0	1.3	1.63751117	0.0	460.96078984	3260.65444453	1	3721.61523438	390.37225342	2.015	0	221733.77981843	245	8547	8400	8550	7076
0	1.00044779	404.0	352.61313143	7.53629032	3	0	1.3	1.63751117	0.0	479.12164766	3259.62151641	1	3738.74316406	389.72171021	2.015	0	222630.76640838	246	8547	8400	8551	7076
1	1.25008988	404.5	352.64151223	7.53629032	3	0	1.235	1.63751117	0.0	494.30287959	3259.83676885	1	3754.13964844	391.39602661	2.015	0	223529.47791535	247	8547	8400	8552	7076
0	0.0	403.5	439.58553417	7.53629032	3	0	1.235	nan	0.0	289.9004648	3261.94938872	1	3551.84985352	231.37213135	1.365	0	219029.15434708	242	8554	8484	8553	7076
0	0.25014458	405.5	439.64112046	7.53629032	3	0	1.235	nan	0.0	317.16843556	3259.57301951	1	3576.74145508	219.97259521	1.365	0	219929.6748439	243	8554	8484	8555	7076
0	0.63754083	403.0	439.11313143	7.53629032	3	0	1.3	nan	0.00071704	285.91469061	3260.75694025	1	3546.67163086	213.73139954	1.43	0	221324.30133238	244	8554	8484	8556	7076
0	0.75128485	403.0	440.11234789	7.53629032	3	0	1.3	nan	0.0	278.19662969	3260.65444453	1	3538.85107422	209.72050476	1.43	0	221733.77981843	245	8554	8484	8557	7076
0	1.00044779	404.0	439.11313143	7.53629032	3	0	1.3	nan	0.0	306.53619844	3259.62151641	1	3566.15771484	208.59146118	1.43	0	222630.76640838	246	8554	8484	8558	7076
0	1.25008988	404.5	439.14151223	7.53629032	3	0	1.235	nan	0.0	333.93300654	3259.83676885	1	3593.76977539	211.33738708	1.43	0	223529.47791535	247	8554	8484	8559	7076
0	1.63751117	428.0	442.64033692	7.53629032	3	0	1.3	nan	0.03083064	17.3728124	3278.52757822	1	3295.90039062	99.29119873	4.225	0	224924.19456103	248	8554	8484	8560	7076
0	1.75136181	402.0	449.58435886	7.53629032	3	0	1.3	nan	-0.05855625	286.80547456	3263.13861724	1	3549.9440918	325.00488281	2.665	0	225334.05685843	249	8554	8484	8561	7076
0	0.0	403.5	462.08553417	7.53629032	3	0	1.235	nan	0.0	307.52204683	3261.94938872	1	3569.47143555	380.74816895	1.3	0	219029.15434708	242	8563	8484	8562	7076
0	0.25014458	405.5	461.64112046	7.53629032	3	0	1.235	nan	-0.00111047	428.37326955	3259.57301951	1	3687.94628906	397.68869019	1.235	0	219929.6748439	243	8563	8484	8564	7076
0	0.63754083	403.0	461.61313143	7.53629032	3	0	1.3	nan	0.0	366.85267889	3260.75694025	1	3627.60961914	387.45166016	1.235	0	221324.30133238	244	8563	8484	8565	7076
0	0.75128485	403.0	461.61234789	7.53629032	3	0	1.3	nan	-0.00488426	430.23349492	3260.65444453	1	3690.88793945	387.53485107	1.105	0	221733.77981843	245	8563	8484	8566	7076
0	1.00044779	404.0	461.11313143	7.53629032	3	0	1.3	nan	0.00111484	421.38898164	3259.62151641	1	3681.01049805	391.40164185	1.17	0	222630.76640838	246	8563	8484	8567	7076
0	1.25008988	404.5	462.14151223	7.53629032	3	0	1.235	nan	0.00222541	372.81508662	3259.83676885	1	3632.65185547	389.23947144	1.3	0	223529.47791535	247	8563	8484	8568	7076
0	0.0	403.0	190.61234789	7.53629032	3	0	1.3	nan	0.0	-8.83486446	3260.65444453	1	3251.81958008	66.70106506	3.705	0	221733.77981843	245	8569	0	8570	8569
0	0.24916294	404.0	188.61313143	7.53629032	3	0	1.3	nan	0.0	-6.28118437	3259.62151641	1	3253.34033203	67.34951782	3.705	0	222630.76640838	246	8569	0	8571	8569
0	0.0	428.0	208.64033692	7.53629032	3	0	1.3	nan	0.0	-25.64623057	3278.52757822	1	3252.88134766	73.19063568	4.095	0	224924.19456103	248	8572	0	8573	8572
0	0.0	428.0	258.64033692	7.53629032	3	0	1.3	nan	0.0	16.17481435	3278.52757822	1	3294.70239258	87.58342743	2.145	0	224924.19456103	248	8575	8528	8574	7076
0	0.11385064	402.0	271.58435886	7.53629032	3	0	1.3	nan	0.06343594	257.67827729	3263.13861724	1	3520.81689453	274.3175354	3.835	0	225334.05685843	249	8575	8528	8576	7076
0	0.0	428.0	293.14033692	7.53629032	3	0	1.3	nan	0.0	34.81958974	3278.52757822	1	3313.34716797	122.64443207	2.08	0	224924.19456103	248	8578	8528	8577	7076
0	0.0	428.0	346.64033692	7.53629032	3	0	1.3	nan	0.0	13.15503896	3278.52757822	1	3291.68261719	95.36325836	1.105	0	224924.19456103	248	8580	8547	8579	7076
0	0.11385064	402.0	352.58435886	7.53629032	3	0	1.3	nan	0.03415781	411.84844331	3263.13861724	1	3674.98706055	393.58233643	2.015	0	225334.05685843	249	8580	8547	8581	7076
0	0.0	428.0	368.14033692	7.53629032	3	0	1.3	nan	0.0	-26.12010752	3278.52757822	1	3252.4074707	67.67479706	1.43	0	224924.19456103	248	8583	8547	8582	7076
0	0.11385064	402.0	382.58435886	7.53629032	3	0	1.3	nan	0.00731953	39.68926362	3263.13861724	1	3302.82788086	78.67140198	1.625	0	225334.05685843	249	8583	8547	8584	7076
0	0.0	549.5	173.99958298	5.10887097	5	0	1.235	nan	0.0	37.53823168	3246.31162183	1	3283.84985352	82.0782547	1.43	0	1069.61167115	1	8585	0	8586	8585
0	0.24859766	551.5	185.5	5.10887097	5	0	1.235	nan	0.01676068	43.4012588	3245.60704199	1	3289.00830078	73.18730927	2.405	0	1964.56323488	2	8585	0	8587	8585
0	0.0	549.5	205.49958298	5.10887097	5	0	1.235	nan	0.0	35.51137622	3246.31162183	1	3281.82299805	84.54658508	2.405	0	1069.61167115	1	8588	0	8589	8588
0	0.0	549.5	241.99958298	5.10887097	5	0	1.235	nan	0.0	6.94448168	3246.31162183	1	3253.25610352	85.50156403	2.08	0	1069.61167115	1	8590	0	8591	8590
0	0.24859766	551.5	224.5	5.10887097	5	0	1.235	nan	0.00558689	25.26356348	3245.60704199	1	3270.87060547	71.54058838	2.405	0	1964.56323488	2	8590	0	8592	8590
0	0.4985103	551.5	233.02630182	5.10887097	5	0	1.235	nan	0.0033345	18.53315751	3246.07670577	1	3264.60986328	71.61186981	2.6	0	2864.2487442	3	8590	0	8593	8590
0	0.88668682	548.5	237.47201097	5.10887097	5	0	1.235	nan	0.00214679	17.31374152	3247.67942255	1	3264.99316406	67.54347229	2.795	0	4261.6842352	4	8590	0	8594	8590
0	0.99980807	549.5	229.52722005	5.10887097	5	0	1.235	nan	-0.00491115	15.03191615	3247.5554862	1	3262.58740234	74.16017151	2.665	0	4668.92071675	5	8590	0	8595	8590
0	0.0	549.5	275.99958298	5.10887097	5	0	1.235	1.88749409	0.0	26.56093676	3246.31162183	1	3272.87255859	76.51093292	2.08	0	1069.61167115	1	8596	0	8597	8596
0	0.24859766	551.5	263.0	5.10887097	5	0	1.235	1.88749409	0.00446952	21.34315333	3245.60704199	1	3266.95019531	74.49620056	2.34	0	1964.56323488	2	8596	0	8598	8596
0	0.4985103	551.5	274.02630182	5.10887097	5	0	1.235	1.88749409	0.002223	23.92817705	3246.07670577	1	3270.00488281	69.35454559	2.47	0	2864.2487442	3	8596	0	8599	8596
0	0.88668682	548.5	281.47201097	5.10887097	5	0	1.235	1.88749409	0.00214679	11.72804816	3247.67942255	1	3259.4074707	67.7207489	2.665	0	4261.6842352	4	8596	0	8600	8596
0	0.99980807	549.5	273.02722005	5.10887097	5	0	1.235	1.88749409	0.00245558	20.39812708	3247.5554862	1	3267.95361328	68.43690491	2.73	0	4668.92071675	5	8596	0	8601	8596
0	1.24849935	552.5	255.97207546	5.10887097	5	0	1.235	1.88749409	0.00670175	26.91778006	3247.45111642	1	3274.36889648	75.4536438	3.12	0	5564.20932575	6	8596	0	8602	8596
0	1.49847531	551.5	242.9991914	5.10887097	5	0	1.235	1.88749409	0.00666731	20.60123688	3247.59212249	1	3268.19335938	65.66056824	3.51	0	6464.1227927	7	8596	0	8603	8596
0	0.0	549.5	309.49958298	5.10887097	5	0	1.235	1.88749409	0.0	-0.66684644	3246.31162183	1	3245.64477539	74.489151	2.015	0	1069.61167115	1	8604	0	8605	8604
0	0.24859766	551.5	300.0	5.10887097	5	0	1.235	1.88749409	0.00335214	16.11537012	3245.60704199	1	3261.72241211	66.77524567	2.21	0	1964.56323488	2	8604	0	8606	8604
0	0.4985103	551.5	312.02630182	5.10887097	5	0	1.235	1.88749409	0.0	2.11518876	3246.07670577	1	3248.19189453	61.72932816	2.21	0	2864.2487442	3	8604	0	8607	8604
0	0.88668682	548.5	326.97201097	5.10887097	5	0	1.235	1.88749409	0.00858716	14.12575323	3247.67942255	1	3261.80517578	62.01750183	2.99	0	4261.6842352	4	8604	0	8608	8604
0	0.99980807	549.5	320.52722005	5.10887097	5	0	1.235	1.88749409	0.00736673	14.11467982	3247.5554862	1	3261.67016602	64.12566376	3.185	0	4668.92071675	5	8604	0	8609	8604
0	1.24849935	552.5	307.47207546	5.10887097	5	0	1.235	1.88749409	0.00223392	10.50200858	3247.45111642	1	3257.953125	76.90840912	3.315	0	5564.20932575	6	8604	0	8610	8604
